ResSitesID,Location,Station.Number,Date,Survey.Month,DayNight,BoaterID,NetterID,Tide.Stage,Time.Start,Time.Stop,Temp,Secchi,Conductivity,Turbidity,Channel.Type,Transport,Sample.Area,Start.Flow,Stop.Flow,Channel.Flow,Depth,Number.Snag,Light,Wind.Speed,Veg.Type,Bank.Type,RIPAR.BUSH,RIPAR.TREE,RIPAR.CANE,Volts,Amps,X..of.Range,Pulse.Width,Electrical.Config,Shock.Time,Shock.Distance,Difficulty,Total.Fish.Caught,Total.Species,Comments
649,NA,S85652,2002-03-27,NA,Day,8,12,ebb,1999-12-30,1999-12-30,15.2,59,1099,NA,2,yes,1,0,0,0,1,15,38700,5,5,2,3,1,0,500,6,20,60,1,804,500,2,196,7,"START: N 37 47.650, W 121 31.134 FINISH: N 37 47.452, W 121 30.909"
650,NA,C68311,2002-04-04,NA,Day,99,12,flood,1999-12-30,1999-12-30,16.2,99,219,NA,2,yes,1,0.16,0.16,0.16,1,0,11150,10,1,1,0,0,0,500,6,50,60,1,490,500,1,39,7,"START: N 38 00.955, W 121 30.973 FINISH: N 38 01.218, W 121 30.901"
651,NA,C36142,2002-04-04,NA,Day,99,12,flood,1999-12-30,1999-12-30,15.9,99,206,NA,2,yes,4,0.04,0.05,0.06,10,4,21500,15,4,2,0,0,0,500,6,60,60,1,565,500,3,31,6,"START: N 38 03.240, W 121 31.940 FINISH: N 38 02.960, W 121 31.982"
652,NA,E75161,2002-04-04,NA,Day,99,12,ebb,1999-12-30,1999-12-30,16.5,99,240,NA,4,no,1,0.01,0,0.12,4,3,25900,10,6,1,0,0,0,500,6,45,60,1,720,500,2,110,6,START: N38 02.569 W121'28.748 FINISH: N38'02.787 W121'28.578
653,NA,E76142,2002-04-08,NA,Day,18,99,ebb,1999-12-30,1999-12-30,18,50,260,NA,3,no,2,0,0,0.02,3,2,56100,7,4,2,0,0,0,500,6,60,60,1,950,500,3,156,8,START:N38'02.379 W121'26.255 FINISH:N38'02.406 W121'26.617
654,NA,W26342,2002-04-09,NA,Day,12,99,ebb,1999-12-30,1999-12-30,15,56,342,NA,5,no,4,0,0,0,1,0,8010,10,4,2,0,0,0,500,6,30,60,1,1095,500,3,52,6,START:N38'03.003 W121'48.339 FINISH:N38'02.908 W121'48.475
655,NA,E40852,2002-04-15,NA,Day,8,12,ebb,1999-12-30,1999-12-30,18.7,58,358,NA,4,no,1,0,0,0,2,10,47400,5,5,2,2,2,0,500,6,35,60,1,762,500,2,313,14,START: N38'12.251 W121'26.838 FINISH: N38'12.251 W121'26.497
656,NA,N80352,2002-04-16,NA,Day,12,8,ebb,1999-12-30,1999-12-30,17.2,84,165,NA,3,yes,1,0,0,0.28,5,12,70800,15,5,2,2,2,0,500,6,60,60,1,450,500,3,16,8,START: N38'10.868 W121'34.647 FINISH: N38'10.894 W121'34.430
657,NA,N41742,2002-04-18,NA,Day,12,8,ebb,1999-12-30,1999-12-30,15.8,27,370,NA,1,yes,1,0,0,0.06,2,2,37500,15,4,2,0,0,0,500,6,30,60,1,537,500,3,22,8,"START"" N38'18.329 W121'39.188 FINISH: N38'18.081 W121'39.248"
658,NA,S73153,2002-04-22,NA,Day,8,12,ebb,1999-12-30,1999-12-30,17.2,38,397,NA,2,yes,1,0.37,0.32,0.45,1,12,47100,0,5,3,1,3,0,500,6,35,60,1,538,240,3,181,12,START: N37'51.234 W121'19.273 FINISH: N37'51.379 W121'19.197
659,NA,S73111,2002-04-22,NA,Day,12,8,ebb,1999-12-30,1999-12-30,17,38,397,NA,2,yes,1,0.37,0.32,0.45,2,1,47100,0,1,1,0,0,0,500,6,35,60,1,359,260,3,59,11,START: N37'51.379 W121'19.250 FINISH: N37'19.197 W121'51.423
660,NA,C56531,2002-04-23,NA,Day,8,12,ebb,1999-12-30,1999-12-30,17.2,76,243,NA,3,yes,1,0,0,0.33,3,0,19900,5,3,1,0,0,0,500,6,40,60,1,524,500,2,98,9,START: N38'01.248 W121'34.808 FINISH: N38'00.981 W121'34.819
661,NA,C76631,2002-04-23,NA,Day,8,12,flood,1999-12-30,1999-12-30,18.1,64,242,NA,3,yes,1,0,0,0.19,2,0,73900,10,3,1,0,0,0,500,6,40,60,1,420,360,2,117,7,START: N38'00.890 W121'36.598 FINISH: N38'00.771 W121'36.796
662,NA,C76611,2002-04-23,NA,Day,8,12,flood,1999-12-30,1999-12-30,18.1,64,242,NA,3,yes,1,0,0,0.19,2,2,73900,10,1,1,0,0,0,500,6,40,60,1,180,140,2,43,6,START: N38'00.771 W121'36.796 FINISH: N38'00.718 W121'36.867
663,NA,W16213,2002-04-25,NA,Day,12,8,ebb,1999-12-30,1999-12-30,16.2,28,186,NA,2,yes,1,0.2,0.2,0.36,1,0,26100,30,1,3,0,0,0,500,7,63,60,1,472,500,5,15,8,START: N38'06.344 W121'43.330 FINISH: N38'06.527 W121'43.061
664,NA,E11151,2002-04-29,NA,Day,12,8,ebb,1999-12-30,1999-12-30,17.7,53,551,NA,4,no,1,0,0,0,3,12,12780,0,5,1,2,2,0,500,6,15,60,1,435,500,2,454,12,START: N37'57.761 W121'19.665 FINISH: N37'57.673 W121'19.987
665,NA,E54242,2002-05-01,NA,Day,8,12,ebb,1999-12-30,1999-12-30,15.9,85,168,NA,3,yes,4,0,0,0.05,4,4,46100,15,4,2,0,0,0,500,6,80,60,1,647,500,2,122,9,"START: N 38 06.315, W 121 29.483 FINISH: N 38 06.299, W 121 29.349"
666,NA,W16111,2002-05-08,NA,Day,8,12,ebb,1999-12-30,1999-12-30,15.9,27,190,NA,1,yes,1,0,0,0.01,1,1,66400,5,1,1,0,0,0,500,6,60,60,1,467,500,2,24,9,"START: N 38 06.708, W 121 42.814 FINISH: N 38 06.467, W 121 43.168"
667,NA,S28762,2002-05-09,NA,Day,12,8,ebb,1999-12-30,1999-12-30,18.7,41,414,NA,4,no,1,0,0,0.25,1,2,66100,5,5,2,3,1,0,500,6,25,60,1,245,300,1,47,9,"START: N 37 54.358, W 121 36.643 FINISH: N 37 54.492, W 121 36.538"
668,NA,S28712,2002-05-09,NA,Day,12,8,ebb,1999-12-30,1999-12-30,18.7,41,414,NA,4,no,1,0,0,0.25,1,0,66100,5,1,2,0,0,0,500,6,25,60,1,135,200,1,79,8,"START: N 37 54.492, W 121 36.538 FINISH: N 37 54.596, W 121 36.498"
669,NA,E05261,2002-05-13,NA,Day,12,8,ebb,1999-12-30,1999-12-30,18.7,57,455,NA,4,no,1,0.02,0.02,0.05,3,2,11400,5,6,1,0,0,0,500,6,30,60,1,162,200,1,25,6,"START: N 37 59.870, W 121 24.376 FINISH: N 37 59.940, W 121 24.293"
670,NA,E05262,2002-05-13,NA,Day,12,8,ebb,1999-12-30,1999-12-30,18.7,57,455,NA,4,no,1,0.02,0.02,0.05,3,0,11400,5,6,2,0,0,0,500,6,39,60,1,234,300,4,39,8,"START: N 37 59.940, W 121 24.293 FINISH: N 38 00.060, W 121 24.169"
671,NA,C29311,2002-05-13,NA,Day,8,12,ebb,1999-12-30,1999-12-30,18.5,88,174,NA,3,yes,1,0,0,0.12,3,0,91800,15,1,1,0,0,0,500,6,75,60,1,570,500,2,69,10,"START: N 38 04.369, W 121 30.189 FINISH: N 38 04.641, W 121 30.153"
672,NA,N07552,2002-05-14,NA,Day,12,8,ebb,1999-12-30,1999-12-30,18.6,18,389,NA,4,no,1,0,0,0.13,6,35,79300,5,5,2,1,3,0,500,6,35,60,1,283,500,3,35,8,"START: N 38 19.041, W 121 40.047 FINISH: N 38 19.304, W 121 40.047"
673,NA,E24752,2002-05-16,NA,Day,8,12,ebb,1999-12-30,1999-12-30,20.1,52,81,NA,4,no,1,0,0,0.18,3,30,86900,5,5,2,2,2,0,500,3,100,60,1,639,500,3,52,8,"START: N 38 16.018, W 121 29.838 FINISH: N 38 16.037, W 121 29.733"
674,NA,W28142,2002-05-21,NA,Day,8,12,flood,1999-12-30,1999-12-30,17.4,36,519,NA,3,yes,4,0,0,0,2,1,24300,10,4,2,0,0,0,500,6,35,60,1,578,500,3,10,5,"START: N 38 03.164, W 121 50.042 FINISH: N 38 02.892, W 121 50.059"
675,NA,S81862,2002-05-22,NA,Day,12,8,ebb,1999-12-30,1999-12-30,17.7,38,777,NA,2,yes,4,0,0,0.01,1,2,83700,5,6,2,0,0,0,500,6,15,60,1,119,120,1,295,11,"START: N 37 48.091, W 121 26.891 FINISH: N 37 48.148, W 121 26.862"
677,NA,S50752,2002-04-30,NA,Day,8,12,flood,1999-12-30,1999-12-30,14,56,386,NA,2,yes,1,0,0,0.06,2,13,10650,5,5,2,3,1,0,500,6,40,60,1,567,500,2,105,6,START: N37'50.259 W121'22.844 FINISH: N37'50.066 W121'23.075
678,NA,S65211,2002-04-30,NA,Day,12,8,ebb,1999-12-30,1999-12-30,16.3,43,609,NA,6,yes,1,0.03,0.02,0.11,3,0,14660,15,1,1,0,0,0,500,6,25,60,1,529,500,3,240,13,START: N37'49.220 W121'28.326 FINISH: N37'49.221 W121'27.990
679,NA,C57862,2002-05-30,NA,Day,99,8,ebb,1999-12-30,1999-12-30,21.5,74,300,NA,3,yes,4,0,0,0,5,4,3070,0,6,2,1,2,1,500,6,40,60,1,465,500,2,29,4,START: N38'00.642 W121'33.103 FINISH: N38'00.601 W121'33.192
680,NA,C14661,2002-05-30,NA,Day,12,8,ebb,1999-12-30,1999-12-30,22.1,61,410,NA,3,yes,1,0,0,0,5,0,29100,5,6,1,0,0,0,500,6,40,60,1,493,500,2,41,5,START: N37'58.193 W121'31.563 FINISHl: N37'58.020 W121'31.828
681,NA,S34631,2002-05-30,NA,Day,8,12,ebb,1999-12-30,1999-12-30,22.3,90,394,NA,2,yes,1,0,0,0,3,0,70700,0,3,1,0,0,0,500,6,40,60,1,288,270,2,35,7,START: N37'55.634 W121'31.556 FINISH: N37'55.489 W121'31.552
682,NA,S34662,2002-05-30,NA,Day,8,12,ebb,1999-12-30,1999-12-30,22.3,90,394,NA,2,yes,1,0,0,0,8,1,70700,5,6,2,0,0,0,500,6,40,60,1,252,230,2,36,6,START: N37'55.489 W121'31.552 FINISH: N37'55.388 W121'31.483
683,NA,N26542,2002-05-31,NA,Day,8,12,ebb,1999-12-30,1999-12-30,21,24,224,NA,3,no,1,0,0,0,3,5,46700,20,4,2,0,0,0,500,6,60,60,1,520,500,4,25,12,START: N38'14.901 W121'42.453 FINISH: N38'15.046 W121'42.744
684,NA,N57511,2002-06-03,NA,Day,8,12,high,1999-12-30,1999-12-30,20.2,29,1943,NA,1,yes,1,0,0,0.33,1,0,42700,25,1,1,0,0,0,500,6,60,60,1,620,500,3,39,7,START: N38'11.807 W121'39.500 FINISH: N38'12.077 W121'39.537
685,NA,N33552,2002-06-03,NA,Day,12,8,ebb,1999-12-30,1999-12-30,20.7,25,25,NA,4,no,4,0,0,0.23,10,17,53900,20,5,2,2,2,0,500,6,50,60,1,478,500,4,33,8,START: N38'14.437 W121'41.073 FINISH: N38'14.503 W121'40.913
686,NA,C46662,2002-06-04,NA,Day,12,8,ebb,1999-12-30,1999-12-30,21.6,56,305,NA,3,no,4,0,0,0.17,1,2,2480,5,6,2,0,0,0,500,6,40,60,1,330,500,2,88,11,START: N38'01.965 W121'29.507 FINISH: N38'02.190 W121'29.420
687,NA,C21262,2002-06-04,NA,Day,12,8,low,1999-12-30,1999-12-30,21.6,45,191,NA,3,yes,4,0,0,0.02,2,48,48200,15,6,2,0,0,0,500,6,60,60,1,308,500,2,39,12,START: N38'05.161 W121'32.239 FINISH: N38'05.161 W121'32.239
688,NA,C55062,2002-06-04,NA,Day,8,12,flood,1999-12-30,1999-12-30,22,54,281,NA,2,yes,1,0.12,0,0,3,1,95800,10,6,2,0,0,0,500,6,45,60,1,408,500,2,59,7,START: N38'02.029 W121'34.307 FINISH: N38'02.303 W121'34.282
689,NA,C69752,2002-06-04,NA,Day,12,8,flood,1999-12-30,1999-12-30,23.9,47,503,NA,1,yes,1,0,0,0,3,8,99800,5,5,2,0,4,0,500,6,25,60,1,336,500,2,47,9,START: N38'00.153 W121'27.109 FINISH: N38'00.071 W121'27.198
690,NA,W26862,2002-06-05,NA,Day,12,8,flood,1999-12-30,1999-12-30,21.8,32,233,NA,3,no,1,0,0,0.14,2,5,100700,10,6,2,2,2,0,500,6,50,60,1,345,345,3,15,7,START: N38'02.920 W121'42.340 FINISH: N38'03.000 W121'42.126
691,NA,W26842,2002-06-05,NA,Day,12,8,flood,1999-12-30,1999-12-30,21.8,32,233,NA,3,no,1,0,0,0.14,2,0,100700,10,4,2,0,0,0,500,6,50,60,1,150,150,3,1,1,START: N38'02.862 W121'42.425 FINISH: N38'02.920 W121'42.390
692,NA,W20841,2002-06-05,NA,Day,8,12,flood,1999-12-30,1999-12-30,21.1,33,213,NA,1,yes,1,0.18,0.1,0.08,2,1,64800,10,4,1,0,0,0,500,6,60,60,1,601,500,3,43,7,START: N38'04.760 W121'44.908 FINISH: N38'04.952 W121'44.535
693,NA,E86461,2002-06-06,NA,Day,99,12,ebb,1999-12-30,1999-12-30,24.9,19,403,NA,3,no,1,0,0,0,2,2,67100,15,6,1,0,0,0,500,6,30,60,1,540,500,2,126,11,START: N38'01.280 W121'23.273 FINISH: N38'01.011 W121'23.251
694,NA,E78732,2002-06-06,NA,Day,12,8,ebb,1999-12-30,1999-12-30,25.7,41,328,NA,3,no,4,0,0,0.02,2,0,89500,15,3,2,0,0,0,500,6,38,60,1,408,500,2,161,8,"START: N 38 01.830, W 121 24.223 FINISH: N 38 01.711, W 121 24.188"
695,NA,E05061,2002-06-06,NA,Day,99,12,ebb,1999-12-30,1999-12-30,24.3,41,541,NA,4,no,1,0,0,0,3,0,15490,5,6,1,0,0,0,500,6,25,60,1,750,500,2,192,11,"START: N 38 00.186, W 121 23.921 FINISH: N 38 00.344, W 121 23.635"
696,NA,S82952,2002-06-10,NA,Day,12,8,ebb,1999-12-30,1999-12-30,18.3,32,1502,NA,3,no,1,0.15,0,0.15,3,14,71800,20,5,2,3,1,0,500,6,15,60,1,300,500,2,77,8,START: N37'48.133 W121'22.185 FINISH: N37'48.101 W121'22.470
697,NA,S40911,2002-06-17,NA,Day,99,12,flood,1999-12-30,1999-12-30,22.3,27,840,NA,2,yes,1,0,0,0.01,3,0,68000,0,1,1,0,0,0,500,6,12,60,1,396,500,2,100,7,START: N37'54.082 W121'19.574 FINISH: N37'53.806 W121'19.668
698,NA,E61931,2002-06-12,NA,Day,8,12,ebb,1999-12-30,1999-12-30,21.1,98,199,NA,3,no,1,0,0,0,4,0,35100,15,3,1,0,0,0,500,6,80,60,1,486,500,3,56,5,START: N38'05.105 W121'25.203 FINISH: N38'04.922 W121'24.979
699,NA,S11611,2002-06-28,NA,Day,8,12,high,1999-12-30,1999-12-30,23.6,52,248,NA,2,yes,1,0,0,0.2,5,4,37300,5,1,1,0,0,0,500,6,50,60,1,375,500,1,19,5,START: N37'55.849 W121'33.510 FINISH: N37'55.585 W121'33.609
700,NA,C21742,2002-07-02,NA,Day,12,8,flood,1999-12-30,1999-12-30,23.9,99,171,NA,3,no,4,0,0,0,3,1,62000,5,4,2,0,0,0,500,6,60,60,1,330,500,1,78,8,START: N38'04.889 W121'32.419 FINISH: N38'05.056 W121'32.665
701,NA,C36762,2002-07-03,NA,Day,12,8,flood,1999-12-30,1999-12-30,24,36,192,NA,1,yes,4,0,0,0,2,2,32000,5,6,2,0,0,0,500,6,50,60,1,390,500,3,29,7,START: N38'03.103 W121'31.359 FINISH: N38'03.181 W121'31.214
702,NA,E06852,2002-07-08,NA,Day,8,12,flood,1999-12-30,1999-12-30,27,44,644,NA,2,yes,4,0,0,0,2,15,102800,5,5,2,2,2,0,500,6,15,60,1,925,500,2,116,8,START: N37'58.810 W121'20.006 FINISH: N37'58.900 W121'19.679
703,NA,W25642,2002-07-10,NA,Day,8,12,ebb,1999-12-30,1999-12-30,22.2,41,2980,NA,1,yes,4,0,0,0.21,3,1,49800,5,4,2,0,0,0,500,7,20,60,1,602,500,4,4,3,"START: N 38 03.374, W 121 48.844 FINISH: N 38 03.477, W 121 49.160"
704,NA,E24562,2002-07-11,NA,Day,8,12,ebb,1999-12-30,1999-12-30,23.2,75,139,NA,4,no,1,0,0,0,4,12,1670,5,6,2,1,3,0,500,6,80,60,1,540,500,3,79,8,START: N38'16.525 W121'29.727 FINISH: N38'16.198 W121'29.752
705,NA,E37951,2002-07-12,NA,Day,12,8,ebb,1999-12-30,1999-12-30,22.1,95,140,NA,2,yes,1,0.1,0.09,0.13,3,7,38300,0,5,1,3,1,0,500,6,82,60,1,486,500,3,52,10,START: N38'13.202  W121'29.804 FINISH: N38'13.371 W121'29.544
706,NA,C33351,2002-07-15,NA,Day,8,12,flood,1999-12-30,1999-12-30,23.3,52,798,NA,2,yes,1,0,0,0.15,3,5,49500,15,5,1,4,0,0,500,6,15,60,1,640,500,2,37,5,START: N38'03.220 W121'38.567 FINISH: N38'03.142 W121'38.248
707,NA,C82562,2002-07-17,NA,Day,8,12,flood,1999-12-30,1999-12-30,23.5,81,402,NA,3,no,4,0,0,0,2,0,42400,0,6,2,0,0,0,500,6,35,60,1,370,500,1,81,9,START: N37'58.328 W121'35.412 FINISHl: N37'58.297 W121'35.265
708,NA,E41561,2002-07-18,NA,Day,8,12,flood,1999-12-30,1999-12-30,21.8,54,134,NA,2,yes,1,0,0,0.1,6,7,60400,5,6,1,0,4,0,500,6,100,60,1,504,500,2,60,11,"START: N 38 11.669, W 121 28.644 FINISH: N 38 11.481, W 121 28.891"
709,NA,S49511,2002-07-19,NA,Day,8,99,flood,1999-12-30,1999-12-30,24,74,376,NA,2,yes,1,0.04,0.04,0.09,3,1,52500,0,1,1,0,0,0,500,6,35,60,1,330,500,4,10,5,START: N37'51.780 W121'33.001 FINISH: N37'51.127 W121'33.721
710,NA,S44762,2002-07-22,NA,Day,12,99,ebb,1999-12-30,1999-12-30,23.9,71,398,NA,2,yes,1,0,0,0,3,0,3300,0,6,2,0,0,0,500,6,33,60,1,544,500,2,58,8,START: N37'52.076 W121'34.502 FINISH: N37'52.248 W121'34.756
711,NA,S75211,2002-07-26,NA,Day,8,99,flood,1999-12-30,1999-12-30,23.8,29,761,NA,2,yes,1,0.15,0.13,0.22,2,1,3650,5,1,1,0,0,0,500,6,15,60,1,563,500,1,177,12,START: N37'49.047 W121'21.516 FINISH: N37'49.167 W121'21.785
712,NA,N05652,2002-07-29,NA,Day,12,8,ebb,1999-12-30,1999-12-30,21.5,16,215,NA,4,no,1,0,0,0,4,5,6940,5,5,2,2,2,0,500,6,50,60,1,447,500,4,10,5,START: N38'19.947 W121'40.018 FINISH: N38'19.680 W121'40.018
713,NA,W16763,2002-07-30,NA,Day,99,8,ebb,1999-12-30,1999-12-30,20.4,31,269,NA,2,yes,1,0,0,0.05,3,4,44400,15,6,3,0,0,0,500,6,40,60,1,685,500,3,16,9,START: N38'05.489 W121'44.556 FINISH: N38'05.661 W121'44.274
714,NA,N37411,2002-07-31,NA,Day,8,12,ebb,1999-12-30,1999-12-30,20.9,96,144,NA,3,yes,1,0,0,0.21,3,1,10560,10,1,1,0,0,0,500,6,70,60,1,561,500,2,43,7,START: N38'16.970 W121'38.612 FINISH: N38'16.765 W121'38.401
715,NA,N66011,2002-08-01,NA,Day,12,8,flood,1999-12-30,1999-12-30,21.2,76,151,NA,2,yes,1,0,0,0,4,0,54300,15,1,1,0,0,0,500,6,100,60,1,653,500,2,39,8,START: N38'10.845 W121'35.207 FINISH: N38'11.052 W121'35.034
716,NA,E85232,2002-08-02,NA,Day,8,12,ebb,1999-12-30,1999-12-30,24.8,63,462,NA,4,no,1,0,0,0,1,1,24300,5,3,2,0,0,0,500,6,25,60,1,624,500,2,83,10,"START: N 38 00.075, W 121 22.260 FINISH: N 37 59.842, W 121 22.291"
717,NA,E57731,2002-08-05,NA,Day,8,12,ebb,1999-12-30,1999-12-30,22.5,91,301,NA,4,no,1,0,0,0.06,2,0,33900,5,3,1,0,0,0,500,6,40,60,1,667,500,3,91,5,"START: N 38 05.213, W 121 24.091 FINISH: N 38 05.218, W 121 24.434"
718,NA,C98762,2002-08-07,NA,Day,8,99,ebb,1999-12-30,1999-12-30,21.8,78,252,NA,3,yes,1,0,0,0.03,3,2,57000,0,6,2,0,0,0,500,6,40,60,1,282,500,2,169,12,"START: N 38 02.135, W 121 29.879 FINISH: N 38 02.285, W 121 30.158"
719,NA,N72011,2002-08-09,NA,Day,8,99,ebb,1999-12-30,1999-12-30,20.9,66,162,NA,2,yes,1,0.03,0.06,0.17,3,0,23100,0,1,1,0,0,0,500,6,65,60,1,221,500,1,24,7,"START: N 38 12.663, W 121 30.341 FINISH: N 38 12.444, W 121 30.523"
720,NA,E50211,2002-08-09,NA,Day,8,99,ebb,1999-12-30,1999-12-30,21.4,63,165,NA,2,yes,1,0.01,0,0.25,3,2,72000,0,1,1,0,0,0,500,6,65,60,1,321,500,2,34,7,"START: N 38 12.209, W 121 28.716 FINISH: N 38 11.996, W 121 28.600"
721,NA,S59311,2002-08-12,NA,Day,8,99,flood,1999-12-30,1999-12-30,24,64,412,NA,3,no,1,0,0,0.09,3,0,41000,0,1,1,0,0,0,500,6,30,60,1,353,350,3,32,5,"START: N 37 49.215, W 121 32.921 FINISH: N 37 49.208, W 121 32.688"
722,NA,S59342,2002-08-12,NA,Day,8,99,flood,1999-12-30,1999-12-30,24,64,412,NA,3,no,1,0,0,0.09,3,0,41000,0,2,2,0,0,0,500,6,30,60,1,132,150,3,15,7,"START: N 37 49.272, W 121 32.997 FINISH: N 37 49.215, W 121 32.921"
723,NA,W16742,2002-08-13,NA,Day,11,8,ebb,1999-12-30,1999-12-30,21.2,26,1088,NA,1,yes,1,0.04,0.05,0.26,1,1,29300,15,5,3,0,0,4,500,7,20,60,1,616,500,4,7,6,"START: N 38 05.654, W 121 44.295 FINISH: N 38 05.837, W 121 44.062"
724,NA,E60862,2002-08-14,NA,Day,8,99,flood,1999-12-30,1999-12-30,24,91,188,NA,3,no,1,0,0,0.11,5,2,27000,5,6,2,0,0,0,500,6,60,60,1,653,500,3,74,8,"START: N 38 04.772, W 121 26.874 FINISH: N 38 04.913, W 121 26.688"
725,NA,W43711,2002-08-16,NA,Day,18,8,flood,1999-12-30,1999-12-30,21.7,58,1234,NA,1,yes,1,0.05,0,0.34,4,1,57800,20,1,1,0,0,0,500,6,15,60,1,325,500,4,19,4,"START: N 38 01.959, W 121 43.141 FINISH: N 38 01.981, W 121 42.808"
726,NA,C30642,2002-08-20,NA,Day,8,99,ebb,1999-12-30,1999-12-30,22,99,329,NA,1,yes,1,0,0,0,1,0,37300,0,4,2,0,0,0,500,6,40,60,1,473,500,3,19,6,"START: N 38 03.477, W 121 32.167 FINISH: N 38 03.517, W 121 32.349"
727,NA,C20742,2002-08-22,NA,Day,11,99,ebb,1999-12-30,1999-12-30,22,92,206,NA,3,yes,4,0,0,0.12,5,1,29400,5,4,2,0,0,0,500,6,40,60,1,488,350,2,23,8,"START: N 38 05.458, W 121 31.909 FINISH: N 38 03.478, W 121 32.168"
728,NA,C69262,2002-08-27,NA,Day,18,99,ebb,1999-12-30,1999-12-30,22.3,95,756,NA,2,no,2,0,0,0.09,2,2,52800,4,6,2,0,0,0,500,6,15,60,1,400,500,2,30,5,"START: N 37 59.952, W 121 34.522 FINISH: N 38 00.089, W 121 34.745"
729,NA,S89921,2002-08-28,NA,Day,18,99,high,1999-12-30,1999-12-30,23.7,NA,1020,NA,2,yes,1,0,0,0,3,0,74300,4,2,1,0,0,0,500,7,20,60,1,690,500,5,63,10,"START: N 37 47.968, W 121 31.452 FINISH: N 37 48.084, W 121 31.711"
730,NA,S21911,2002-09-03,NA,Day,11,18,flood,1999-12-30,1999-12-30,23.5,NA,775,NA,2,yes,1,0,0,0.01,3,0,76100,7,1,1,0,0,0,500,6,10,60,1,390,500,4,54,6,"START: N 37 55.907, W 121 33.377 FINISH: N 37 56.090, W 121 33.579"
731,NA,N53211,2002-12-02,NA,Day,8,18,ebb,1999-12-30,1999-12-30,11.2,130,214,NA,3,yes,1,0,0,0,2,1,48700,4,1,1,0,0,0,500,6,75,60,1,465,500,3,7,3,"START: N 38 11.636, W 121 38.103 FINISH: N 38 11.481, W 121 38.382"
732,NA,W38762,2002-12-02,NA,Day,8,18,flood,1999-12-30,1999-12-30,12.5,43,4444,NA,3,yes,4,0.02,0,0.35,15,2,72500,0,6,2,4,0,0,500,8,10,60,1,736,500,5,1,1,"START: N 38 01.936, W 121 46.856 FINISH: N 38 01.657, W 121 46.989"
733,NA,S93651,2002-12-03,NA,Day,99,8,ebb,1999-12-30,1999-12-30,10.7,51,1116,NA,2,yes,1,0.17,0.17,0.21,1,3,22300,0,5,1,3,1,0,500,7,10,60,1,371,410,4,966,10,"START: N 37 46.937, W 121 29.353 FINISH: N 37 46.956, W 121 29.581"
734,NA,C38662,2002-05-23,NA,Day,8,12,ebb,1999-12-30,1999-12-30,17.6,90,272,NA,5,no,2,0,0,0,3,0,44200,25,6,2,0,0,0,500,6,40,60,1,606,500,5,105,10,"START: N 38 02.538, W 121 37.706 FINISH: N 38 02.292, W 121 37.551"
735,NA,E77261,2002-05-23,NA,Day,12,8,flood,1999-12-30,1999-12-30,19.4,69,397,NA,4,no,1,0,0,0,4,0,93200,20,6,1,0,0,0,500,6,38,60,1,345,500,4,131,9,"START: N 38 02.531, W 121 26.929 FINISH: N 38 02.378, W 121 26.641"
736,NA,E49811,2002-12-04,NA,Day,8,18,flood,1999-12-30,1999-12-30,11.2,140,142,NA,2,yes,1,0.01,0.02,0.03,1,3,5200,5,1,1,0,0,0,500,5,100,60,1,655,500,2,32,6,"Start: N 38 12.770, W 121 29.711 End: N 38 12.564, W 121 29.501"
737,NA,E24962,2002-12-04,NA,Day,8,18,high,1999-12-30,1999-12-30,10.2,126,208,NA,4,no,4,0,0,0,1,4,3650,0,6,2,NA,NA,NA,500,6,60,60,1,341,240,2,75,4,"Start: N: 38 16.206, W: 121 27.530 End: N 38 16.200, W: 121 27.423"
738,NA,E24932,2002-12-04,NA,Day,8,18,high,1999-12-30,1999-12-30,10.2,126,208,NA,4,no,4,0,0,0,1,1,3650,0,3,2,0,0,0,500,6,60,60,1,521,260,2,82,5,"Start: N 38 16.200, W 121 27.423 End: N 38 16.204, W 121 27.338"
739,NA,C62862,2002-12-05,NA,Day,99,8,ebb,1999-12-30,1999-12-30,12,178,617,NA,3,yes,1,0,0,0,3,11,21200,0,6,2,2,2,0,500,6,25,60,1,809,500,1,118,8,"Start: N 38 00.205, W 121 34.034 End: 38 00.301, W 121 33.781"
740,NA,E55632,2002-12-06,NA,Day,8,99,ebb,1999-12-30,1999-12-30,11.4,199,235,NA,4,no,1,0,0,0,1,1,1190,0,3,2,0,0,0,500,6,60,60,1,281,170,2,63,4,"Start: N 38 06.168, W 121 29.300 End: N 38.06.079, W 121 29.288"
741,NA,E55611,2002-12-06,NA,Day,8,99,ebb,1999-12-30,1999-12-30,11.4,199,235,NA,4,no,1,0,0,0,2,4,1190,0,1,1,0,0,0,500,6,60,60,1,193,200,2,73,4,"Start: N 38 06.079, W 121 29.288 End: N 38 06.006, W 121 29.324"
742,NA,E55662,2002-12-06,NA,Day,8,99,ebb,1999-12-30,1999-12-30,11.4,199,235,NA,4,no,1,0,0,0,3,2,1190,0,6,2,0,0,0,500,6,60,60,1,162,130,2,32,4,"Start: N 38 06.006, W 121 29.324 End: N 38 06.017, W 121 29.409"
743,NA,E70061,2002-12-06,NA,Day,8,99,high,1999-12-30,1999-12-30,11.1,125,321,NA,4,no,1,0,0,0,3,0,4990,0,6,1,0,0,0,500,6,40,60,1,700,500,2,338,4,"Start: N 38 02.706, W 121 23.496 End: N 38 02. 706 W 121 23.496"
